,favour,against,sentements,data,isPolitical,user,language,sentiments,Hindi,Political,Tag
1016,"[""BJP""]",[],"[""Others""]","भाजपा विधायक की हत्या में शामिल नक्सली हुआ गिरफ्तार, 5 लाख का था ईनाम ",True,anshuman,Hindi,Others,भाजपा विधायक की हत्या में शामिल नक्सली हुआ गिरफ्तार लाख का था ईनाम,1,1
1017,[],[],"[""Others""]","अल बदर का मुखिया ढेर।

जयहिंद की सेना",True,anshuman,Hindi,Others,अल बदर का मुखिया ढेरजयहिंद की सेना,1,1
1019,[],[],"[""Spam""]",magar huye nhi,False,anshuman,Hindi,Spam,magar huye nhi,0,3
1020,[],[],"[""Spam""]",Kyu release hui kyaaa?????,False,anshuman,Hindi,Spam,Kyu release hui kyaaa,0,3
1021,[],[],"[""Spam""]","इन फूलों को टच करो, और अपने शहीदों को *श्रद्धांजलि दे जल्दी,*  
मैने तो दे दी.. 
 
 Indian-choice.com/?n=Hansraj-Singh-Jay-hind-Jay-Bharat-
",False,anshuman,Hindi,Spam,इन फूलों को टच करो और अपने शहीदों को श्रद्धांजलि दे जल्दी मैने तो दे दी Indian-choicecom/ n=Hansraj-Singh-Jay-hind-Jay-Bharat-,0,3
1022,[],[],"[""Spam""]",40 rs  का डीजल कब मिलता था?,False,anshuman,Hindi,Spam,40 rs का डीजल कब मिलता था,0,3
1023,[],"[""BSP""]",[],Kyuki Chhindwara me abhi BSP nahi hai,True,anshuman,Hindi,Others,Kyuki Chhindwara me abhi BSP nahi hai,1,1
1024,[],"[""INC""]",[],Ye hai Rahul Gandhi ke Samar thak,True,anshuman,Hindi,Others,Ye hai Rahul Gandhi ke Samar thak,1,1
1025,[],[],"[""Spam""]",नमस्कार भाइयों,False,anshuman,Hindi,Spam,नमस्कार भाइयों,0,3
1026,[],[],"[""Others""]",सुप्रीम कोर्ट में कल तीन जजों की बेंच दिल्ली सरकार के #सर्विसेस मैटर पर सुनवाई करेगी,False,anshuman,Hindi,Others,सुप्रीम कोर्ट में कल तीन जजों की बेंच दिल्ली सरकार के सर्विसेस मैटर पर सुनवाई करेगी,0,1
1027,[],[],"[""Spam""]",Isko remove Koro bhiii..... Sex group nhi ha a,False,anshuman,Hindi,Spam,Isko remove Koro bhiii Sex group nhi ha,0,3
1031,[],"[""INC"",""BSP"",""SP""]",[],Aaj gathbandhan ho gya tu,True,anshuman,Hindi,Others,Aaj gathbandhan ho gya tu,1,1
1032,"[""BJP""]",[],[],"चमचे तो 72 हजार में ही टल्ली हो गए..
और
भक्तों का दिल देखो वो 15 लाख भी ठुकरा कर मोदी जी को ही लाना चाहते हैं..
-जय जय श्री राम",True,anshuman,Hindi,Others,चमचे तो 72 हजार में ही टल्ली हो गएऔरभक्तों का दिल देखो वो 15 लाख भी ठुकरा कर मोदी जी को ही लाना चाहते हैं-जय जय श्री राम,1,1
1033,[],"[""BJP""]",[],सभी आई टी आई भाईयों से निवेदन है कि कोई BJPको वोट न  क्यों की करनाल आई टी आई वाले बच्चे को कोई इन्साफ नही मीला,True,anshuman,Hindi,Others,सभी आई टी आई भाईयों से निवेदन है कि कोई BJPको वोट क्यों की करनाल आई टी आई वाले बच्चे को कोई इन्साफ नही मीला,1,1
1034,[],[],"[""Offensive""]",मतदान में आयी एक सुन्दर महिला,True,anshuman,Hindi,Offensive,मतदान में आयी एक सुन्दर महिला,1,0
1035,"[""BJP""]",[],[],"ग़ाज़ियाबाद और गाजीपुर का नाम बदला जाए। मुस्लिम खुद बता रहे हैं ग़ाज़ी का मतलब।
",True,anshuman,Hindi,Others,ग़ाज़ियाबाद और गाजीपुर का नाम बदला जाए मुस्लिम खुद बता रहे हैं ग़ाज़ी का मतलब,1,1
